id_i,id_j,scie,sex,rep,age,grd,ses,dep,ctry
7617093,7600078,451.226,0,0,15.166666666666666,11,-0.6119,0,BRA
7612631,7600078,442.009,0,0,15.5,11,-0.5576,0,BRA
7618037,7600078,443.258,0,0,15.333333333333334,11,-1.5558,0,BRA
7603695,7600078,493.072,1,0,15.916666666666666,10,-1.248,0,BRA
7608979,7600078,437.738,1,1,15.5,10,-0.411,0,BRA
7617244,7600078,320.238,0,0,15.75,10,-0.7738,0,BRA
7619505,7600078,432.837,0,1,15.25,10,-1.1208,0,BRA
7628794,7600078,407.046,0,1,15.833333333333334,10,-1.8974,0,BRA
7605132,7600078,338.619,0,1,15.833333333333334,10,-2.7454,0,BRA
7625796,7600078,359.595,0,0,15.833333333333334,10,-2.524,0,BRA
7621078,7600078,457.634,0,0,15.916666666666666,10,-1.4722,0,BRA
7619015,7600078,323.038,0,0,15.416666666666666,10,-2.3211,0,BRA
7603477,7600078,486.004,0,0,15.666666666666666,10,-2.151,0,BRA
7617983,7600078,473.298,0,0,15.333333333333334,11,-0.4208,0,BRA
7625783,7600078,338.903,0,0,15.5,11,-2.9662,0,BRA
7610298,7600078,460.653,1,0,15.083333333333334,11,-0.9986,0,BRA
7606049,7600078,499.187,1,0,15.416666666666666,11,-1.876,0,BRA
7617861,7600078,431.644,1,0,15.333333333333334,11,-1.5989,0,BRA
7628304,7600078,338.331,1,0,15.416666666666666,11,0.4504,0,BRA
7616104,7600079,294.524,0,0,15.583333333333334,11,-1.7494,0,BRA
7620989,7600079,494.893,0,0,15.916666666666666,11,-1.0349,0,BRA
7619314,7600079,393.536,1,1,15.25,10,-0.584,0,BRA
7602357,7600079,351.01,0,0,15.333333333333334,11,-0.9781,0,BRA
7630143,7600079,395.987,1,0,15.416666666666666,11,-0.5146,0,BRA
7623046,7600079,469.366,1,0,15.75,11,-2.8023,0,BRA
7627387,7600079,383.708,0,0,15.416666666666666,12,-1.3282,0,BRA
7626622,7600079,485.593,0,0,15.25,12,-0.9407,0,BRA
7607621,7600079,337.281,0,NA,15.75,10,NA,0,BRA
7614736,7600079,261.955,0,0,15.75,10,-1.5048,0,BRA
7618079,7600079,486.248,0,1,15.666666666666666,10,-0.9876,0,BRA
7617045,7600079,321.893,0,NA,15.083333333333334,11,NA,0,BRA
7602205,7600079,412.208,0,1,15.083333333333334,11,-0.1142,0,BRA
7615675,7600079,383.409,0,0,15.583333333333334,11,-0.3239,0,BRA
7618174,7600079,422.103,1,0,15.25,11,-1.9543,0,BRA
7630148,7600079,401.787,1,0,15.333333333333334,11,-3.4731,0,BRA
7618889,7600079,508.21,1,1,15.833333333333334,11,-1.2583,0,BRA
7602868,7600079,281.187,0,0,16,10,-1.6693,0,BRA
7617929,7600079,391.993,0,0,15.583333333333334,10,-0.8354,0,BRA
7607683,7600079,335.68,0,0,15.833333333333334,10,-3.361,0,BRA
7604785,7600079,240.39,0,0,15.583333333333334,10,-2.809,0,BRA
7607569,7600079,381.877,1,0,15.583333333333334,10,-1.3479,0,BRA
7616267,7600079,493.622,1,1,15.166666666666666,10,-1.3983,0,BRA
7626791,7600079,290.754,1,0,15.5,10,-1.0004,0,BRA
7620570,7600079,384.905,0,1,15.583333333333334,10,-0.1723,0,BRA
7604388,7600079,344.202,1,1,15.083333333333334,10,-1.2784,0,BRA
7609483,7600079,337.683,1,NA,15.916666666666666,10,NA,0,BRA
7623148,7600079,487.29,1,1,15.916666666666666,10,-1.1779,0,BRA
7614569,7600079,428.806,1,1,15.25,10,-0.104,0,BRA
7612774,7600079,303.274,1,1,15.833333333333334,10,0.6144,0,BRA
7609898,7600079,405.371,1,0,15.416666666666666,10,-3.2142,0,BRA
7622828,7600080,294.891,0,1,15.416666666666666,10,-1.0458,0,BRA
7605819,7600080,334.914,0,1,15.833333333333334,10,-1.5372,0,BRA
7617428,7600080,296.122,0,0,15.5,10,-1.5521,0,BRA
7617448,7600080,406.504,0,0,15.5,11,-1.4938,0,BRA
7620930,7600080,340.066,0,0,15.833333333333334,11,-1.2257,0,BRA
7609836,7600080,426.9,0,0,16,11,-0.5617,0,BRA
7630304,7600080,352.811,0,0,15.583333333333334,11,-2.3989,0,BRA
7612180,7600080,432.378,0,NA,15.166666666666666,11,NA,0,BRA
7610621,7600080,413.209,0,0,15.833333333333334,11,0.5836,0,BRA
7628451,7600080,493.708,1,1,15.5,10,-0.0745,0,BRA
7627113,7600080,245.83,1,1,15.583333333333334,10,-0.5785,0,BRA
7624695,7600080,222.583,1,1,15.5,10,-1.7167,0,BRA
7607443,7600080,392.171,0,0,15.5,11,-2.4437,0,BRA
7619101,7600080,424.029,0,0,15.666666666666666,11,-1.2253,0,BRA
7621751,7600080,456.381,0,0,15.583333333333334,11,-0.9962,0,BRA
7617111,7600080,470.389,0,0,16,11,-2.6635,0,BRA
7620864,7600080,401.318,1,0,15.166666666666666,12,-2.3432,0,BRA
7611473,7600080,431.721,1,0,15.583333333333334,11,-1.136,0,BRA
7600748,7600080,383.462,0,0,15.5,11,0.8787,0,BRA
7614011,7600080,386.726,0,0,15.166666666666666,11,-1.4178,0,BRA
7627715,7600080,513.246,1,0,15.75,11,-0.1337,0,BRA
7614852,7600080,503.411,1,0,16,11,-1.0851,0,BRA
7618239,7600080,484.678,1,0,15.166666666666666,11,-1.1094,0,BRA
7606551,7600080,467.036,0,0,15.083333333333334,12,-1.2993,0,BRA
7626950,7600082,280.441,1,1,15.416666666666666,9,-0.2151,0,BRA
7630112,7600082,315.137,0,0,15.666666666666666,10,-1.8216,0,BRA
7608875,7600082,354.471,0,NA,16,10,NA,0,BRA
7624551,7600082,272.318,0,1,15.5,10,-0.1676,0,BRA
7626717,7600082,303.341,0,1,16,10,-1.6442,0,BRA
7612031,7600082,464.744,1,1,15.75,9,-0.7169,0,BRA
7614170,7600082,282.449,0,0,15.333333333333334,11,-3.3821,0,BRA
7621386,7600082,351.443,0,0,15.333333333333334,11,1.0481,0,BRA
7613964,7600082,507.022,0,0,15.916666666666666,11,-0.8184,0,BRA
7602586,7600082,260.377,0,0,16,11,-0.3038,0,BRA
7623874,7600082,291.043,0,0,15.5,11,-1.4842,0,BRA
7624266,7600082,255.197,0,1,15.416666666666666,10,-0.5304,0,BRA
7615034,7600082,335.99,1,1,15.25,10,-1.4103,0,BRA
7611504,7600082,212.464,1,NA,15.083333333333334,10,NA,0,BRA
7625172,7600082,280.508,1,1,15.666666666666666,10,-0.1596,0,BRA
7623346,7600082,398.618,1,1,15.25,10,-0.8875,0,BRA
7625311,7600082,437.786,1,1,15.75,10,-0.4261,0,BRA
7629607,7600082,321.284,1,0,15.666666666666666,10,-2.3873,0,BRA
7619390,7600082,410.032,0,0,15.75,11,0.5781,0,BRA
7600837,7600082,323.997,1,0,15.25,11,0.2706,0,BRA
7627806,7600082,439.191,1,0,15.25,11,-0.7355,0,BRA
7617621,7600082,359.945,0,0,15.75,11,-0.0284,0,BRA
7625029,7600082,410.269,0,0,15.5,11,-1.0982,0,BRA
7629397,7600082,487.339,1,0,15.25,11,-3.0242,0,BRA
7603052,7600082,310.42,1,0,16,11,-1.0637,0,BRA
7610126,7600082,478.051,1,0,15.416666666666666,11,-2.2372,0,BRA
7622856,7600083,422.134,1,0,15.333333333333334,7,-1.0332,0,BRA
7603062,7600083,270.115,1,1,15.333333333333334,9,-2.1149,0,BRA
7611008,7600083,362.941,1,1,15.166666666666666,8,1.0135,0,BRA
7626361,7600083,316.892,1,1,15.5,7,-2.7726,0,BRA
7622773,7600083,281.03,1,1,15.333333333333334,7,0.5517,0,BRA
7608074,7600083,402.639,1,1,15.833333333333334,7,-2.2044,0,BRA
7603391,7600083,275.408,1,0,15.833333333333334,7,-2.7083,0,BRA
7625117,7600083,189.737,0,1,16,9,-1.8916,0,BRA
7617280,7600083,235.258,1,1,15.75,8,-1.356,0,BRA
7610165,7600083,309.983,0,1,15.916666666666666,9,-0.2622,0,BRA
7608690,7600083,365.371,0,1,15.416666666666666,9,0.6464,0,BRA
7627584,7600083,245.481,1,1,15.583333333333334,9,0.5586,0,BRA
7600291,7600083,302.536,0,1,15.083333333333334,9,-2.4891,0,BRA
7600883,7600083,287.632,0,1,15.75,9,-2.9535,0,BRA
7618923,7600083,250.154,1,NA,15.75,9,0.127,0,BRA
7628136,7600084,325.714,0,1,16,9,-2.0811,0,BRA
7621485,7600084,350.433,0,0,15.583333333333334,10,-3.2585,0,BRA
7606214,7600084,340.226,0,0,15.583333333333334,10,-2.3025,0,BRA
7621456,7600084,360.26,0,0,15.833333333333334,10,-0.8952,0,BRA
7620101,7600084,380.554,1,0,15.416666666666666,10,-2.4134,0,BRA
7617195,7600084,361.079,0,0,15.416666666666666,11,-2.9987,0,BRA
7620321,7600084,468.155,0,0,15.416666666666666,11,-0.7681,0,BRA
7606977,7600084,420.317,1,0,15.666666666666666,11,-2.4494,0,BRA
7618090,7600084,467.723,1,0,15.5,11,-1.6162,0,BRA
7607329,7600084,419.656,1,0,15.5,11,-2.2028,0,BRA
7609930,7600084,418.75,1,1,15.583333333333334,10,NA,0,BRA
7621315,7600084,365.686,1,0,15.166666666666666,10,-2.9103,0,BRA
7612644,7600084,401.493,1,0,15.666666666666666,10,-0.7532,0,BRA
7625558,7600084,386.62,0,0,15.666666666666666,11,-1.6267,0,BRA
7605458,7600084,270.051,0,0,15.333333333333334,11,-3.479,0,BRA
7627304,7600084,295.497,0,0,15.833333333333334,11,-2.5213,0,BRA
7619805,7600084,378.25,0,1,15.416666666666666,11,-1.8523,0,BRA
7615598,7600084,368.874,0,0,15.333333333333334,11,-2.3633,0,BRA
7618245,7600084,299.868,1,1,15.416666666666666,7,-1.1918,0,BRA
7603591,7600084,453.552,1,0,15.5,11,-0.3093,0,BRA
7614610,7600085,370.132,1,NA,16,10,-4.0351,NA,BRA
7618860,7600085,242.527,0,NA,15.916666666666666,11,-2.9206,NA,BRA
7600063,7600085,366.738,0,1,15.75,11,-2.9145,NA,BRA
7607630,7600085,269.729,1,NA,15.083333333333334,11,-2.8402,NA,BRA
7626888,7600085,329.38,1,0,15.583333333333334,10,-3.0468,NA,BRA
7608981,7600085,330.676,0,0,15.083333333333334,10,-1.8111,NA,BRA
7619148,7600085,367.231,0,NA,15.833333333333334,10,-3.497,NA,BRA
7604127,7600085,346.511,0,0,15.583333333333334,10,-3.481,NA,BRA
7620749,7600085,297.275,0,NA,15.75,10,-2.9827,NA,BRA
7608728,7600085,433.655,0,NA,15.5,10,-1.6882,NA,BRA
7621118,7600085,426.737,1,0,15.333333333333334,10,-3.059,NA,BRA
7622145,7600085,353.197,1,NA,15.583333333333334,10,-0.1379,NA,BRA
7613608,7600085,355.218,1,0,15.666666666666666,11,-3.2839,NA,BRA
7610210,7600085,287.672,1,0,15.916666666666666,11,-0.3931,NA,BRA
7603678,7600086,398.069,0,0,15.416666666666666,10,-0.2333,0,BRA
7620923,7600086,384.901,0,0,15.833333333333334,10,0.8634,0,BRA
7601081,7600086,434.414,1,0,15.083333333333334,10,-0.5131,0,BRA
7604462,7600086,354.978,0,1,15.25,10,-3.4894,0,BRA
7622745,7600086,257.799,0,0,16,10,0.3635,0,BRA
7602413,7600086,307.209,1,1,15.833333333333334,10,-1.8667,0,BRA
7606670,7600086,431.935,1,0,15.416666666666666,10,-2.933,0,BRA
7618661,7600086,385.652,1,0,15.166666666666666,10,-0.1383,0,BRA
7626688,7600086,358.592,1,1,15.083333333333334,10,0.3382,0,BRA
7607060,7600086,258.726,1,0,15.833333333333334,10,-1.0887,0,BRA
7609777,7600086,394.502,0,0,15.25,11,-2.4595,0,BRA
7615356,7600086,448.962,0,0,15.5,11,-0.9615,0,BRA
7614193,7600086,410.526,0,0,15.166666666666666,11,0.6078,0,BRA
7627422,7600086,393.551,0,0,15.416666666666666,11,-0.8279,0,BRA
7606681,7600086,422.092,0,0,15.666666666666666,11,-2.369,0,BRA
7608912,7600086,347.346,0,0,15.666666666666666,11,-2.7019,0,BRA
7627033,7600086,230.957,1,0,15.916666666666666,10,-1.6058,0,BRA
7612092,7600086,358.127,1,1,15.583333333333334,10,-0.7505,0,BRA
7617059,7600086,256.324,0,NA,15.25,10,-1.6276,0,BRA
7611796,7600086,327.072,0,0,15.583333333333334,10,-1.7792,0,BRA
7622703,7600086,358.238,0,0,15.833333333333334,10,-1.812,0,BRA
7629950,7600086,338.74,0,1,15.25,10,-1.2924,0,BRA
7619038,7600086,270.461,0,0,16,10,-0.2953,0,BRA
7611810,7600086,287.049,0,NA,15.916666666666666,10,-1.0301,0,BRA
7604754,7600086,339.817,0,0,15.916666666666666,10,0.0264,0,BRA
7623194,7600086,266.354,1,1,15.166666666666666,11,0.4611,0,BRA
7602699,7600086,532.288,1,0,15.666666666666666,11,-0.3179,0,BRA
7601089,7600086,304.602,1,0,15.666666666666666,11,0.3807,0,BRA
7600340,7600086,366.238,1,0,15.5,12,-1.4969,0,BRA
7604615,7600086,286.088,0,0,15.083333333333334,11,0.3055,0,BRA
7629087,7600086,290.909,0,0,15.916666666666666,11,-2.6064,0,BRA
7613712,7600086,396.413,0,0,15.583333333333334,11,-1.3365,0,BRA
7624264,7600086,356.922,0,NA,15.166666666666666,11,-2.0151,0,BRA
7610747,7600086,334.266,1,0,15.333333333333334,11,-1.6035,0,BRA
7629744,7600086,357.873,0,0,15.583333333333334,11,-1.0481,0,BRA
7615917,7600086,322.57,1,0,15.916666666666666,11,-2.9526,0,BRA
7614860,7600087,373.224,1,0,15.75,10,-2.256,0,BRA
7612475,7600087,411.915,1,1,15.333333333333334,10,-0.2622,0,BRA
7628824,7600087,390.104,1,0,15.916666666666666,10,-1.2174,0,BRA
7620513,7600087,412.984,1,1,15.916666666666666,10,-0.2522,0,BRA
7604522,7600087,363.111,1,0,15.5,10,-0.5848,0,BRA
7610558,7600087,431.955,1,0,16,10,-0.6782,0,BRA
7617488,7600087,385.519,1,0,16,11,-0.1634,0,BRA
7625211,7600087,591.17,1,0,15.416666666666666,11,-0.9318,0,BRA
7620156,7600087,367.81,1,0,15.75,10,-0.6561,0,BRA
7613396,7600087,436.703,1,1,15.166666666666666,10,-0.5631,0,BRA
7625958,7600087,457.691,0,0,15.166666666666666,11,-1.4085,0,BRA
7615116,7600087,373.148,0,0,15.416666666666666,11,-0.7516,0,BRA
7608424,7600087,499.247,0,0,15.75,11,-0.8795,0,BRA
7603844,7600087,367.413,0,0,15.083333333333334,11,0.7307,0,BRA
7602748,7600087,278.832,0,0,15.166666666666666,11,-2.5222,0,BRA
7616952,7600087,470.981,0,0,15.75,11,-1.8779,0,BRA
7605858,7600087,436.239,0,0,15.583333333333334,11,-2.0442,0,BRA
7622906,7600087,511.092,0,0,15.833333333333334,11,-1.0198,0,BRA
7603569,7600087,459.219,0,0,15.666666666666666,11,-1.8883,0,BRA
7625837,7600087,408.882,0,1,15.166666666666666,10,-0.2195,0,BRA
7607633,7600087,332.172,0,1,15.666666666666666,10,-1.182,0,BRA
7606378,7600087,385.9,0,0,15.166666666666666,10,-2.8655,0,BRA
7621415,7600087,401.39,0,0,15.75,10,-0.3299,0,BRA
7600888,7600087,455.168,0,0,15.916666666666666,10,-0.845,0,BRA
7614606,7600087,322.758,0,0,15.333333333333334,10,-1.8732,0,BRA
7609027,7600087,407.827,0,1,15.833333333333334,10,-1.6383,0,BRA
7606893,7600087,481.345,0,1,15.833333333333334,10,-0.9919,0,BRA
7629277,7600087,321.072,0,1,15.75,10,-2.8146,0,BRA
7618401,7600087,329.44,1,0,16,10,0.0422,0,BRA
7612746,7600087,418.937,1,0,15.25,11,-0.8694,0,BRA
7603529,7600087,372.663,1,1,15.333333333333334,11,-1.0956,0,BRA
7620520,7600087,422.403,1,0,15.666666666666666,11,-1.3235,0,BRA
7609276,7600087,499.518,1,0,15.5,11,1.0948,0,BRA
7624382,7600088,369.295,1,0,15.666666666666666,10,-2.885,0,BRA
7604898,7600088,381.904,0,0,15.166666666666666,11,0.0795,0,BRA
7609524,7600088,497.068,0,0,15.333333333333334,11,-1.2833,0,BRA
7620738,7600088,321.75,0,0,15.333333333333334,11,-0.9502,0,BRA
7621760,7600088,399.66,0,0,15.333333333333334,11,-2.4912,0,BRA
7621898,7600088,250.975,0,0,15.5,11,-0.3475,0,BRA
7614320,7600088,401.6,0,0,15.333333333333334,11,0.2081,0,BRA
7613909,7600088,375.743,1,0,15.416666666666666,11,-1.233,0,BRA
7627300,7600088,428.481,1,0,15.333333333333334,11,-2.2912,0,BRA
7601226,7600088,367.901,1,0,15.583333333333334,11,-3.0909,0,BRA
7609890,7600088,279.869,1,1,15.75,9,-0.1307,0,BRA
7628901,7600088,328.589,1,1,15.583333333333334,9,-3.8335,0,BRA
7615259,7600088,376.656,0,1,16,10,-1.1243,0,BRA
7618865,7600088,385.245,0,0,15.583333333333334,10,-1.3723,0,BRA
7611983,7600088,233.138,0,1,15.583333333333334,10,-2.9777,0,BRA
7617454,7600088,329.477,0,0,15.416666666666666,11,-2.7287,0,BRA
7606302,7600088,342.837,0,0,15.416666666666666,11,-2.7858,0,BRA
7619138,7600088,467.347,0,0,15.333333333333334,11,-1.3285,0,BRA
7609591,7600088,332.145,0,0,15.25,11,-2.3591,0,BRA
7607939,7600088,229.164,0,1,15.916666666666666,8,-0.7267,0,BRA
7600117,7600088,249.218,0,1,15.416666666666666,9,-0.8623,0,BRA
7617501,7600088,318.182,0,NA,15.75,9,-1.9128,0,BRA
7602324,7600088,360.098,1,NA,15.583333333333334,9,-2.2411,0,BRA
7607553,7600088,411.737,1,0,15.916666666666666,10,-1.8979,0,BRA
7619240,7600088,402.854,0,1,15.083333333333334,10,-1.4532,0,BRA
7619471,7600088,341.768,0,0,16,10,-1.5687,0,BRA
7610645,7600088,339.435,0,1,15.5,10,-1.8663,0,BRA
7604945,7600088,363.9,1,1,15.083333333333334,10,-1.1126,0,BRA
7602922,7600088,329.158,1,1,15.5,10,-0.1553,0,BRA
7620918,7600088,428.9,1,0,16,10,-2.0509,0,BRA
7624674,7600088,306.643,1,0,15.583333333333334,10,-2.9801,0,BRA
7614322,7600088,290.239,1,0,15.75,10,-0.6358,0,BRA
7622102,7600089,367.524,0,NA,15.75,10,NA,0,BRA
7605550,7600089,247.217,0,0,15.75,10,0.6547,0,BRA
7616211,7600089,423.234,0,0,16,10,-2.439,0,BRA
7617069,7600089,401.449,0,0,16,10,-0.7238,0,BRA
7629731,7600089,508.559,0,1,15.083333333333334,10,-1.5695,0,BRA
7629144,7600089,450.583,0,0,15.083333333333334,11,-1.3825,0,BRA
7603842,7600089,431.767,1,0,15.583333333333334,11,0.4452,0,BRA
7605816,7600089,364.52,1,0,15.25,11,0.7726,0,BRA
7622719,7600089,562.867,1,0,15.166666666666666,11,-0.7243,0,BRA
7613799,7600089,438.865,1,0,16,11,0.3555,0,BRA
7616503,7600089,483.846,1,0,15.833333333333334,11,0.0826,0,BRA
7617334,7600089,535.123,1,0,15.666666666666666,11,0.7149,0,BRA
7619348,7600089,443.744,1,0,15.583333333333334,11,-0.6514,0,BRA
7630289,7600089,461.96,1,0,15.333333333333334,11,-0.8397,0,BRA
7626526,7600089,485.031,1,0,15.416666666666666,11,0.2702,0,BRA
7609852,7600089,474.508,1,0,15.083333333333334,11,0.1468,0,BRA
7617399,7600089,331.674,0,0,15.25,12,-0.0959,0,BRA
7621712,7600089,543.98,1,0,15.916666666666666,10,-1.6156,0,BRA
7622200,7600089,361.929,1,1,15.583333333333334,10,-0.2774,0,BRA
7604627,7600089,496.051,1,1,15.5,10,0.5711,0,BRA
7620819,7600089,411.607,0,0,15.583333333333334,11,-1.3426,0,BRA
7608329,7600089,513.309,0,0,15.583333333333334,11,-0.1289,0,BRA
7625745,7600089,366.284,0,0,15.416666666666666,11,-1.3179,0,BRA
7611573,7600089,432.411,0,1,15.333333333333334,10,0.042,0,BRA
7617970,7600089,494.447,0,0,16,10,-1.1475,0,BRA
7629606,7600089,511.065,0,0,15.833333333333334,10,-2.2907,0,BRA
7611824,7600089,393.331,1,0,16,10,-0.809,0,BRA
7623043,7600089,510.326,1,0,15.833333333333334,10,-0.4549,0,BRA
7605318,7600089,493.279,1,0,16,10,-1.3542,0,BRA
7617574,7600089,499.347,1,0,16,10,-0.5568,0,BRA
7601849,7600089,528.117,0,0,15.916666666666666,11,-1.6355,0,BRA
7609624,7600089,454.077,0,0,16,11,-1.4799,0,BRA
7627630,7600089,415.078,0,0,15.333333333333334,11,-0.9678,0,BRA
7604993,7600089,417.831,0,0,15.583333333333334,11,-0.1815,0,BRA
7626158,7600089,336.15,0,0,15.666666666666666,11,0.8998,0,BRA
7603121,7600089,643.636,0,0,15.5,11,-1.2713,0,BRA
7627080,7600089,413.711,0,0,15.75,11,0.3103,0,BRA
7612713,7600089,573.846,0,0,15.166666666666666,11,0.9927,0,BRA
7617764,7600089,448.657,0,0,15.166666666666666,11,-2.0231,0,BRA
7615571,7600090,373.464,0,1,15.916666666666666,8,-3.085,NA,BRA
7629523,7600090,383.237,1,1,15.916666666666666,7,-1.8496,NA,BRA
7626433,7600090,259.017,1,0,15.666666666666666,7,-1.2826,NA,BRA
7615466,7600090,227.623,0,1,15.916666666666666,8,-1.0832,NA,BRA
7628797,7600090,363.793,0,1,15.833333333333334,7,0.9243,NA,BRA
7609194,7600090,374.706,1,1,15.5,7,-2.8308,NA,BRA
7619844,7600090,249.496,0,1,15.75,9,-2.1161,NA,BRA
7621888,7600090,259.772,0,1,16,9,0.7879,NA,BRA
7605570,7600090,325.318,0,1,15.666666666666666,9,-2.1409,NA,BRA
7619299,7600090,291.84,1,1,15.416666666666666,9,-2.8306,NA,BRA
7619269,7600090,435.025,1,0,15.666666666666666,9,-2.9527,NA,BRA
7625679,7600090,322.198,1,1,15.166666666666666,9,-3.9206,NA,BRA
7601105,7600090,318.466,0,0,15.833333333333334,8,-0.961,NA,BRA
7616593,7600090,224.318,1,1,16,8,-0.2469,NA,BRA
7626993,7600090,321.067,1,1,15.333333333333334,8,-2.1132,NA,BRA
7607746,7600090,225.901,1,1,15.666666666666666,8,-4.7307,NA,BRA
7602260,7600090,340.538,1,1,15.333333333333334,8,0.2276,NA,BRA
7621681,7600090,262.72,1,1,15.25,8,0.0461,NA,BRA
7629557,7600090,355.547,1,1,15.5,8,-1.2132,NA,BRA
7605590,7600090,234.387,1,1,15.916666666666666,9,-0.976,NA,BRA
7612232,7600091,417.382,1,1,15.5,9,-0.7093,NA,BRA
7615912,7600091,352.985,1,1,15.75,9,-1.3782,NA,BRA
7621148,7600091,353.343,1,1,15.333333333333334,9,-2.192,NA,BRA
7610128,7600091,267.782,1,1,15.916666666666666,9,-1.5162,NA,BRA
7610434,7600091,379.355,0,0,15.416666666666666,10,-0.4578,NA,BRA
7604326,7600091,237.505,1,0,15.5,9,-2.1274,NA,BRA
7608311,7600091,375.486,0,1,15.416666666666666,10,-3.3346,NA,BRA
7602231,7600091,264.905,0,1,15.416666666666666,10,-2.1156,NA,BRA
7626743,7600091,395.871,0,1,15.666666666666666,10,-1.3791,NA,BRA
7603094,7600091,329.131,0,1,15.166666666666666,10,-1.3767,NA,BRA
7603307,7600091,371.641,0,0,15.75,10,-1.4356,NA,BRA
7624932,7600091,484.612,1,0,15.75,10,-0.2847,NA,BRA
7626469,7600091,456.291,1,1,15.833333333333334,10,1.2056,NA,BRA
7605326,7600091,462.624,1,1,15.25,10,-1.7579,NA,BRA
7621031,7600091,414.558,1,0,15.75,10,-1.096,NA,BRA
7615223,7600091,306.908,1,0,15.666666666666666,10,-3.0577,NA,BRA
7607730,7600091,327.739,1,1,15.083333333333334,10,-2.8787,NA,BRA
7617595,7600091,488.726,1,0,15.583333333333334,10,-1.568,NA,BRA
7617647,7600091,313.718,0,0,15.916666666666666,10,-2.5027,NA,BRA
7606621,7600091,309.03,0,1,15.583333333333334,8,-0.3058,NA,BRA
7626369,7600091,304.935,1,1,15.166666666666666,8,-0.9027,NA,BRA
7620326,7600091,340.745,0,1,15.5,9,-1.5817,NA,BRA
7602814,7600091,277.529,0,1,15.833333333333334,9,-2.4034,NA,BRA
7614831,7600091,298.216,0,1,15.333333333333334,9,-1.5547,NA,BRA
7614287,7600091,329.126,0,0,15.916666666666666,9,NA,NA,BRA
7609694,7600091,415.323,0,0,15.25,9,-0.578,NA,BRA
7618369,7600091,323.157,1,0,15.333333333333334,11,-1.3899,NA,BRA
7614221,7600091,490.964,1,0,15.166666666666666,11,0.6638,NA,BRA
7617157,7600091,431.561,0,0,15.833333333333334,12,-0.0519,NA,BRA
7614493,7600091,540.236,0,0,15.916666666666666,11,-0.0903,NA,BRA
7614303,7600091,460.431,0,0,15.666666666666666,11,0.9976,NA,BRA
7611753,7600091,504.495,0,0,15.583333333333334,11,-0.6274,NA,BRA
7603729,7600091,639.44,0,0,15.666666666666666,11,1.082,NA,BRA
7620044,7600091,427.262,0,0,16,11,-1.4816,NA,BRA
7614385,7600091,511.822,1,0,15.416666666666666,11,-1.6266,NA,BRA
7623849,7600091,362.768,0,0,15.25,11,-0.5817,NA,BRA
7619089,7600092,425.248,0,0,15.083333333333334,11,-0.7984,1,BRA
7613214,7600092,440.982,0,0,15.25,11,1.021,1,BRA
7627218,7600092,465.617,0,0,15.666666666666666,11,-0.6022,1,BRA
7628827,7600092,502.664,0,0,15.75,11,-0.7537,1,BRA
7625985,7600092,434.343,0,0,15.416666666666666,11,0.392,1,BRA
7615361,7600092,493.457,0,0,15.416666666666666,11,-0.3405,1,BRA
7600956,7600092,406.628,1,0,15.833333333333334,11,0.4457,1,BRA
7605685,7600092,458.401,1,0,15.666666666666666,11,-1.0843,1,BRA
7613892,7600092,498.385,1,0,15.166666666666666,11,0.4363,1,BRA
7629035,7600092,404.997,0,0,15.166666666666666,11,-0.2682,1,BRA
7601344,7600092,408.222,0,0,16,11,-0.021,1,BRA
7626031,7600092,539.617,0,0,15.25,11,0.7533,1,BRA
7622913,7600092,437.944,0,0,15.583333333333334,11,-1.1868,1,BRA
7620468,7600092,460.268,0,0,15.25,11,-1.7549,1,BRA
7608448,7600092,466.577,0,0,15.75,11,-0.3412,1,BRA
7628137,7600092,535.251,0,0,15.333333333333334,11,-0.0499,1,BRA
7607354,7600092,427.188,1,0,15.666666666666666,11,1.0675,1,BRA
7608512,7600092,507.835,1,0,15.5,11,0.8019,1,BRA
7611755,7600092,470.611,1,0,15.666666666666666,11,1.2614,1,BRA
7608375,7600092,414.893,0,0,16,8,-0.0449,1,BRA
7623343,7600092,551.633,0,0,15.833333333333334,10,-1.1784,1,BRA
7622662,7600092,473.451,0,1,15.166666666666666,10,-0.7862,1,BRA
7604491,7600092,445.597,0,0,16,10,1.1904,1,BRA
7616950,7600092,371.446,0,NA,15.166666666666666,10,NA,1,BRA
7623714,7600092,405,0,0,15.833333333333334,10,0.3803,1,BRA
7614669,7600092,635.296,1,0,16,10,-1.1815,1,BRA
7601100,7600092,400.483,1,0,16,10,-1.5706,1,BRA
7611858,7600092,508.904,1,0,15.166666666666666,10,0.5381,1,BRA
7610337,7600092,457.666,0,0,15.75,11,-0.6421,1,BRA
7606772,7600092,444.823,0,0,15.333333333333334,11,0.7568,1,BRA
7607673,7600092,397.18,0,0,15.583333333333334,11,0.8573,1,BRA
7604795,7600092,523.389,0,0,15.833333333333334,11,-0.8786,1,BRA
7609835,7600092,410.858,1,0,15.583333333333334,11,-0.3244,1,BRA
7630101,7600092,433.886,1,0,15.916666666666666,11,0.5709,1,BRA
7627593,7600092,522.906,0,0,15.416666666666666,12,-0.2839,1,BRA
7629107,7600092,440.092,0,0,15.416666666666666,12,-0.0493,1,BRA
7619726,7600092,352.865,0,0,15.166666666666666,12,0.0774,1,BRA
7604192,7600093,358.085,0,NA,15.5,11,-0.1688,NA,BRA
