id_i,ctry,sex,age,dem,dem_group,aut,civ,ses,edu,level,level_lab
8093,Chile,1,13.5,2,complex,42.55,514.89,-0.19,0,2,level 2
9243,Chile,0,13.83,3,limited,57.94,334.68,-0.56,0,0,level 0
7484,Chile,0,14.17,3,limited,17.67,527.46,-0.23,0,2,level 2
7187,Chile,0,14.5,2,complex,17.67,612.81,-0.81,0,3,level 3
9208,Chile,1,13.42,1,minimalist,38.07,479.65,-0.17,0,2,level 2
6863,Chile,1,13.33,2,complex,47.94,556.01,1.08,1,2,level 2
8736,Chile,0,13.92,3,limited,59.24,548.08,-1.03,0,2,level 2
9067,Chile,1,13.42,2,complex,51.06,391.79,-0.54,0,0,level 0
9691,Chile,0,14.25,3,limited,27.06,530.32,0.01,0,2,level 2
7096,Chile,1,14.25,1,minimalist,49.54,481.76,0.5,0,2,level 2
8552,Chile,0,13.92,1,minimalist,55.3,424.8,-0.11,0,1,level 1
8273,Chile,1,13.83,1,minimalist,40.44,340.27,-0.46,0,0,level 0
6745,Chile,0,14.25,1,minimalist,59.24,268.9,-0.8,0,0,level 0
7433,Chile,0,13.83,2,complex,42.55,517.04,0.66,1,2,level 2
6210,Chile,1,13.58,3,limited,44.48,467.67,-0.2,0,1,level 1
8166,Chile,0,14,2,complex,38.07,538.94,0.94,1,2,level 2
6231,Chile,0,13.83,1,minimalist,17.67,522.42,1.08,1,2,level 2
7630,Chile,1,14.08,2,complex,35.3,609.69,-0.5,0,3,level 3
6355,Chile,1,13.42,2,complex,47.94,548.19,-0.74,0,2,level 2
6181,Chile,1,13.92,2,complex,35.3,608.55,2.49,1,3,level 3
6766,Chile,0,14,3,limited,17.67,439.43,2.13,1,1,level 1
8750,Chile,0,14.67,1,minimalist,52.52,463.54,-0.88,0,1,level 1
10668,Chile,0,13.67,3,limited,42.55,531.62,0.83,1,2,level 2
10623,Chile,0,15.42,1,minimalist,35.3,396.08,-0.87,0,1,level 1
9775,Chile,1,14.25,2,complex,35.3,504.49,-0.61,0,2,level 2
6223,Chile,1,13.33,3,limited,59.24,495.21,0.61,1,2,level 2
10028,Chile,0,13.5,1,minimalist,70.18,376.07,-1.29,0,0,level 0
7384,Chile,1,14.25,2,complex,35.3,568.43,0.34,0,3,level 3
7060,Chile,1,14.08,1,minimalist,49.54,492.53,-0.24,0,2,level 2
8910,Chile,1,14.75,1,minimalist,44.48,487.01,-1.12,0,2,level 2
7883,Chile,0,16.58,1,minimalist,52.52,498.39,0.36,0,2,level 2
7444,Chile,0,13.92,1,minimalist,44.48,559.9,2.03,0,2,level 2
9305,Chile,1,13.5,2,complex,84.74,521.65,0.78,0,2,level 2
8812,Chile,1,13.83,1,minimalist,35.3,574.73,1.97,1,3,level 3
6645,Chile,1,14.08,3,limited,46.26,535.52,0.95,0,2,level 2
6441,Chile,1,13.75,1,minimalist,53.93,415.39,-0.57,0,1,level 1
7010,Chile,1,13.67,2,complex,17.67,548.03,1.97,1,2,level 2
6550,Chile,0,13.83,1,minimalist,40.44,560.16,-0.17,0,2,level 2
7299,Chile,1,14.08,3,limited,55.3,399.44,-0.37,0,1,level 1
8958,Chile,1,15.67,3,limited,43.51,494.15,0.88,1,2,level 2
9921,Chile,1,14.33,1,minimalist,44.48,581.47,-0.64,0,3,level 3
9414,Chile,1,14,1,minimalist,40.44,651.4,1.99,1,3,level 3
9028,Chile,1,14.08,1,minimalist,38.07,525.2,-0.4,0,2,level 2
6919,Chile,1,14.17,1,minimalist,17.67,643.39,2.13,1,3,level 3
7522,Chile,1,16.83,1,minimalist,44.48,520.63,-1.04,0,2,level 2
8756,Chile,1,13.42,3,limited,52.52,517.53,-0.42,0,2,level 2
7217,Chile,0,13.67,3,limited,38.07,416.61,0.72,1,1,level 1
9457,Chile,0,14.17,3,limited,61.87,367.63,-0.9,0,0,level 0
7211,Chile,0,14,3,limited,32.73,435.67,-1.76,0,1,level 1
5972,Chile,1,14.17,2,complex,31.87,507.24,-0.7,0,2,level 2
10678,Chile,0,14.17,2,complex,31.87,645.72,1.58,1,3,level 3
9563,Chile,1,13.58,1,minimalist,52.03,462.39,-0.89,0,1,level 1
8624,Chile,0,16.5,3,limited,85.37,304.15,-1.16,0,0,level 0
9374,Chile,1,13.83,2,complex,35.3,590.75,-0.07,0,3,level 3
6757,Chile,0,14.25,1,minimalist,52.52,323.86,-1.36,0,0,level 0
7160,Chile,1,14,2,complex,31.87,495.03,-1.04,0,2,level 2
9667,Chile,0,14.67,2,complex,46.26,589.8,-0.27,0,3,level 3
8840,Chile,1,15.25,1,minimalist,55.3,426.78,-0.67,0,1,level 1
8662,Chile,0,13.75,2,complex,17.67,513.15,1.09,0,2,level 2
9174,Chile,0,14.33,3,limited,59.24,357.95,-0.51,0,0,level 0
7887,Chile,0,15.17,2,complex,42.55,486.99,-1.15,0,2,level 2
7523,Chile,1,15.25,1,minimalist,38.07,532.98,-0.51,0,2,level 2
9267,Chile,1,13.67,2,complex,31.87,596.97,1.83,1,3,level 3
8255,Chile,1,14,2,complex,40.44,487.17,-0.03,0,2,level 2
10387,Chile,0,14.58,2,complex,31.87,604.37,1.99,1,3,level 3
10357,Chile,0,13.58,1,minimalist,52.52,523.67,0.45,1,2,level 2
6260,Chile,0,15.25,1,minimalist,NA,561.47,1.05,1,2,level 2
8278,Chile,1,14.25,2,complex,42.55,552.98,1.99,1,2,level 2
10537,Chile,1,14.33,2,complex,46.26,487.7,-1.09,0,2,level 2
6283,Chile,1,14.25,1,minimalist,47.94,496.1,1.03,0,2,level 2
10701,Chile,0,15.33,1,minimalist,63.24,340.08,-1.58,0,0,level 0
9081,Chile,0,13.42,1,minimalist,59.24,390.92,-0.43,0,0,level 0
6490,Chile,1,14.75,2,complex,38.07,470.95,-1.61,0,1,level 1
9525,Chile,0,14,1,minimalist,59.22,353.4,0.06,0,0,level 0
7197,Chile,1,15.92,1,minimalist,NA,427.52,NA,NA,1,level 1
7285,Chile,1,14,3,limited,47.94,516.72,-0.12,0,2,level 2
8581,Chile,1,14.25,2,complex,36.02,571.04,1.52,1,3,level 3
6625,Chile,0,14.42,3,limited,47.94,450.66,0.76,0,1,level 1
10146,Chile,0,14.25,1,minimalist,17.67,506.91,-0.87,0,2,level 2
8264,Chile,1,14,1,minimalist,61.87,282.22,-0.13,0,0,level 0
6996,Chile,1,14.17,2,complex,27.06,507.78,1.52,1,2,level 2
8996,Chile,1,14,1,minimalist,35.3,450.37,1.47,1,1,level 1
10196,Chile,1,13.58,2,complex,46.26,416.41,-0.04,0,1,level 1
6906,Chile,1,13.83,3,limited,47.55,445.89,1.63,1,1,level 1
7916,Chile,0,14.83,1,minimalist,60.54,313.23,-1.25,0,0,level 0
7758,Chile,1,14.25,1,minimalist,31.87,451.5,-1.08,0,1,level 1
9570,Chile,0,13.83,3,limited,46.26,393.35,-0.88,0,0,level 0
7147,Chile,1,13.83,1,minimalist,51.06,414.6,-0.23,0,1,level 1
9588,Chile,1,14.17,3,limited,46.35,438.05,-1.75,0,1,level 1
8866,Chile,1,14.25,1,minimalist,53.93,287.85,0.54,0,0,level 0
9020,Chile,1,14.92,1,minimalist,61.87,448.38,-0.44,0,1,level 1
10329,Chile,1,14.75,1,minimalist,51.06,359.03,NA,0,0,level 0
8836,Chile,1,14.25,1,minimalist,49.54,519.59,-1.5,0,2,level 2
10517,Chile,0,14.67,1,minimalist,42.55,538.31,1.46,1,2,level 2
7608,Chile,0,16.92,3,limited,49.54,481.3,-1.18,0,2,level 2
9000,Chile,1,13.92,2,complex,38.07,571.2,-0.6,0,3,level 3
8107,Chile,1,14.17,2,complex,42.55,558.05,1.61,1,2,level 2
8620,Chile,1,14.08,2,complex,40.44,578.56,1.39,1,3,level 3
10549,Chile,1,14.25,1,minimalist,44.48,465.62,-1.3,0,1,level 1
7641,Chile,1,14.67,1,minimalist,17.67,378.44,-0.39,0,0,level 0
8049,Chile,1,14.67,1,minimalist,40.64,404.92,-1.19,0,1,level 1
7291,Chile,1,14.58,2,complex,45.54,400.07,1.07,1,1,level 1
7652,Chile,1,13.75,1,minimalist,35.3,447.56,1.01,0,1,level 1
7286,Chile,0,16.17,3,limited,55.3,360.94,-0.3,0,0,level 0
9965,Chile,1,14.42,1,minimalist,53.83,540.35,0.39,1,2,level 2
6558,Chile,0,14.5,3,limited,59.24,413.54,NA,NA,1,level 1
10430,Chile,0,13.92,3,limited,49.54,477.72,0.69,1,1,level 1
8395,Chile,0,15.58,3,limited,46.26,316.78,0.07,0,0,level 0
9725,Chile,1,14.08,3,limited,40.44,554.11,-0.9,0,2,level 2
9357,Chile,0,14.92,3,limited,56.63,433.53,-0.23,0,1,level 1
8141,Chile,0,14.08,2,complex,17.67,587.99,1.16,1,3,level 3
6232,Chile,0,15.33,2,complex,17.67,468.88,1.14,1,1,level 1
8259,Chile,1,13.5,3,limited,60.54,296.07,-0.24,0,0,level 0
9467,Chile,0,13.83,1,minimalist,51.06,360.77,-0.95,0,0,level 0
7860,Chile,1,13.5,1,minimalist,49.54,538.98,-0.94,0,2,level 2
6533,Chile,0,15.17,1,minimalist,52.52,486.72,-0.38,0,2,level 2
7729,Chile,1,14.17,2,complex,35.3,634.06,1.83,1,3,level 3
6171,Chile,1,14.25,2,complex,27.06,533.77,-0.51,0,2,level 2
10181,Chile,0,14.08,1,minimalist,57.94,243.81,1.25,1,0,level 0
8751,Chile,0,14.17,3,limited,51.06,466.3,-1.41,0,1,level 1
7717,Chile,1,14.75,1,minimalist,46.26,403.96,-1.62,0,1,level 1
9011,Chile,1,13.58,3,limited,61.87,359.38,-0.76,0,0,level 0
10594,Chile,0,14.08,2,complex,46.26,431.8,0.66,1,1,level 1
10694,Chile,0,14,1,minimalist,49.54,389.86,-0.55,0,0,level 0
10630,Chile,1,14,2,complex,47.94,451.55,-0.23,0,1,level 1
9590,Chile,0,13.67,3,limited,53.93,412.16,-1.8,0,1,level 1
9110,Chile,1,14,2,complex,40.44,525.03,0.23,0,2,level 2
9294,Chile,1,16,2,complex,31.87,592.69,-0.56,0,3,level 3
9131,Chile,1,14.08,1,minimalist,44.48,453.53,1.52,1,1,level 1
6945,Chile,1,13.58,1,minimalist,49.54,487.64,0.85,1,2,level 2
10341,Chile,1,14,2,complex,44.48,466.51,-1.36,0,1,level 1
6076,Chile,0,13.33,3,limited,27.06,262.69,0.48,0,0,level 0
10128,Chile,0,14.17,2,complex,35.3,523.01,0.14,0,2,level 2
10407,Chile,0,13.33,3,limited,55.3,361.52,-0.87,0,0,level 0
9105,Chile,1,13.67,2,complex,49.54,490.75,-0.12,0,2,level 2
9238,Chile,1,13.58,1,minimalist,46.26,583.71,0.25,0,3,level 3
10044,Chile,1,13.33,1,minimalist,61.87,373.93,-1.24,0,0,level 0
9295,Chile,0,14.25,1,minimalist,42.55,585.3,0.14,0,3,level 3
10242,Chile,1,13.5,1,minimalist,44.48,572.33,-1.36,0,3,level 3
10325,Chile,0,14.08,3,limited,17.67,428.11,-0.89,0,1,level 1
9985,Chile,1,13.83,1,minimalist,27.06,647.22,0.72,0,3,level 3
8364,Chile,0,15.08,3,limited,40.44,510.82,0.2,0,2,level 2
10343,Chile,0,13.67,3,limited,57.94,377.01,0.49,0,0,level 0
6527,Chile,0,14.33,3,limited,49.54,584.27,-0.4,0,3,level 3
8277,Chile,1,14.42,2,complex,NA,531.4,NA,NA,2,level 2
10878,Chile,0,14,3,limited,59.24,429.07,-1.91,0,1,level 1
7087,Chile,1,13.75,1,minimalist,52.52,485.39,0.87,0,2,level 2
7794,Chile,1,14.08,1,minimalist,52.52,508.3,-0.23,0,2,level 2
9378,Chile,1,14,1,minimalist,50.83,442.63,-0.17,0,1,level 1
6474,Chile,0,13.58,3,limited,59.24,449.48,-1.15,0,1,level 1
9551,Chile,0,13.75,3,limited,50.36,360.33,0.85,1,0,level 0
7719,Chile,1,15,1,minimalist,53.93,499.29,1.18,1,2,level 2
7362,Chile,1,13.67,1,minimalist,44.48,583.63,0.99,1,3,level 3
8512,Chile,0,14.25,1,minimalist,27.06,684.53,0.39,0,3,level 3
9360,Chile,0,13.33,2,complex,17.67,560.15,0.42,0,2,level 2
7859,Chile,0,15.33,1,minimalist,47.94,396.91,0.11,0,1,level 1
10688,Chile,0,13.67,1,minimalist,56.63,318.1,-0.2,0,0,level 0
8669,Chile,1,14.92,1,minimalist,56.63,420.9,-1.45,0,1,level 1
8461,Chile,1,14.33,1,minimalist,38.07,372.41,-0.87,0,0,level 0
10534,Chile,0,14.33,2,complex,40.44,608.98,0.2,0,3,level 3
8770,Chile,1,15.58,1,minimalist,52.52,407.28,-1.3,0,1,level 1
10868,Chile,0,14.08,3,limited,64.69,269.98,-1.31,0,0,level 0
8306,Chile,0,13.92,2,complex,31.87,548.52,1.41,1,2,level 2
10137,Chile,1,13.92,2,complex,31.87,495.44,0.75,1,2,level 2
9470,Chile,0,14.17,1,minimalist,46.26,536.41,-0.04,0,2,level 2
7778,Chile,1,13.75,2,complex,35.3,570.12,1.09,0,3,level 3
8210,Chile,0,14,2,complex,40.44,695.01,2.13,1,3,level 3
6348,Chile,0,13.58,2,complex,44.48,490.06,0.29,0,2,level 2
8420,Chile,1,14.42,2,complex,55.3,466.13,0.92,1,1,level 1
10496,Chile,1,13.58,1,minimalist,42.55,330.44,0.43,0,0,level 0
6305,Chile,1,13.75,1,minimalist,49.15,450.43,-0.59,0,1,level 1
9298,Chile,0,15.58,3,limited,60.54,428.82,0.07,0,1,level 1
9838,Chile,1,13.75,1,minimalist,47.94,484.9,1.61,1,2,level 2
7330,Chile,1,14.58,1,minimalist,46.26,374.16,-0.24,0,0,level 0
9469,Chile,0,14,3,limited,46.26,327.29,-1.45,0,0,level 0
8612,Chile,0,13.42,3,limited,44.48,488.7,0.39,NA,2,level 2
10269,Chile,1,14,3,limited,47.94,442.83,-1.58,0,1,level 1
6987,Chile,0,13.92,1,minimalist,53.93,354.09,-2.22,0,0,level 0
7364,Chile,0,14.42,1,minimalist,49.54,463.54,2.49,1,1,level 1
7552,Chile,1,14.75,2,complex,40.44,738.34,1.54,1,3,level 3
6875,Chile,1,13.5,1,minimalist,38.07,581.49,0.34,0,3,level 3
7118,Chile,1,13.75,3,limited,27.06,418.13,-1.74,0,1,level 1
9657,Chile,0,14.25,2,complex,44.48,556.92,0.98,0,2,level 2
7757,Chile,0,14.92,3,limited,44.7,482.8,-1.36,0,2,level 2
6290,Chile,1,15.42,2,complex,27.06,538.55,-0.32,0,2,level 2
10312,Chile,0,15.25,3,limited,47.94,331.25,-0.34,0,0,level 0
8535,Chile,1,14,2,complex,38.07,677.29,1.63,1,3,level 3
9881,Chile,0,13.75,3,limited,49.54,561.83,1.18,1,2,level 2
6857,Chile,0,13.67,2,complex,17.67,573.99,-0.85,0,3,level 3
10939,Chile,1,13.5,1,minimalist,42.55,599.78,0.09,0,3,level 3
8593,Chile,1,14.17,3,limited,51.06,505.96,-1.29,0,2,level 2
7325,Chile,1,13.75,2,complex,31.87,584.82,NA,NA,3,level 3
7340,Chile,0,14.25,1,minimalist,44.48,567.71,-0.17,0,3,level 3
8636,Chile,1,14.25,3,limited,38.07,440.75,0.13,0,1,level 1
9282,Chile,0,13.75,1,minimalist,47.94,302.25,NA,NA,0,level 0
7441,Chile,0,14.33,2,complex,17.67,602.4,1.11,1,3,level 3
9140,Chile,0,14.17,2,complex,51.06,453.16,1.39,1,1,level 1
7346,Chile,1,14.33,2,complex,44.48,639.14,1.33,1,3,level 3
9702,Chile,0,14,3,limited,57.94,435.24,0.02,1,1,level 1
8171,Chile,0,14.17,2,complex,38.07,571.92,-0.7,0,3,level 3
6159,Chile,1,13.42,2,complex,46.26,473.45,0.74,0,1,level 1
10788,Chile,1,14,2,complex,31.87,647,0.34,0,3,level 3
6846,Chile,1,14.25,1,minimalist,51.06,464.68,-1.24,0,1,level 1
9014,Chile,1,14.08,2,complex,35.3,587.81,0.36,1,3,level 3
10398,Chile,0,15.17,3,limited,64.69,283.06,-0.95,0,0,level 0
8715,Chile,1,14.17,1,minimalist,56.63,455.42,0.41,0,1,level 1
10595,Chile,1,13.5,3,limited,51.06,375.08,-0.71,0,0,level 0
8892,Chile,0,13.75,2,complex,28.08,504.23,-0.81,0,2,level 2
5931,Chile,0,14.08,2,complex,40.44,550.62,0.38,1,2,level 2
10721,Chile,0,14,1,minimalist,47.94,469.52,-0.37,0,1,level 1
6792,Chile,1,14.25,1,minimalist,46.26,559.83,-1,0,2,level 2
10038,Chile,1,14.17,1,minimalist,51.06,463.09,-1.04,0,1,level 1
9466,Chile,0,13.83,1,minimalist,53.93,378.58,0,0,0,level 0
6823,Chile,1,14.25,2,complex,18.94,416.17,2.13,1,1,level 1
10012,Chile,1,14,1,minimalist,55.3,425.6,1,1,1,level 1
8664,Chile,1,13.75,1,minimalist,55.3,336.9,-0.46,0,0,level 0
9944,Chile,1,17,1,minimalist,68.06,357.8,-0.63,0,0,level 0
7813,Chile,0,13.75,1,minimalist,40.44,470.62,-0.89,NA,1,level 1
6504,Chile,1,13.33,3,limited,49.15,301.01,-1.29,0,0,level 0
6866,Chile,1,13.92,2,complex,27.06,537.5,0.08,0,2,level 2
10656,Chile,0,13.83,3,limited,52.52,374.8,-0.12,0,0,level 0
10546,Chile,0,14.83,3,limited,53.93,358.1,-1.28,0,0,level 0
10604,Chile,0,14.42,1,minimalist,85.37,286.3,-1.15,0,0,level 0
7812,Chile,1,14.17,1,minimalist,49.54,517.04,0.16,0,2,level 2
10767,Chile,0,14.75,2,complex,47.94,516.08,1.11,1,2,level 2
10610,Chile,0,14,3,limited,17.67,450.48,-1.45,0,1,level 1
5906,Chile,1,14.17,2,complex,40.44,567.65,2.38,1,3,level 3
6398,Chile,0,13.67,3,limited,27.06,430.4,-0.32,0,1,level 1
6725,Chile,1,13.67,3,limited,52.52,254.79,-1.09,0,0,level 0
10531,Chile,0,13.67,1,minimalist,35.3,562.97,0.02,0,2,level 2
7344,Chile,1,13.75,2,complex,35.3,538.95,1.46,1,2,level 2
9500,Chile,1,13.75,1,minimalist,27.06,475.38,1.97,1,1,level 1
8919,Chile,1,13.5,3,limited,52.52,412.37,0.33,1,1,level 1
10056,Chile,1,14,3,limited,49.54,306.54,-0.64,0,0,level 0
8794,Chile,1,14,1,minimalist,44.48,443.39,-1.42,0,1,level 1
8986,Chile,0,14,2,complex,46.26,536.24,1.53,1,2,level 2
9271,Chile,1,14.42,2,complex,17.67,665.89,2.08,1,3,level 3
9385,Chile,1,14.08,2,complex,59.24,441.33,-0.79,0,1,level 1
6706,Chile,1,13.58,1,minimalist,52.52,519.21,0.02,0,2,level 2
6211,Chile,1,13.75,1,minimalist,40.44,449.14,0.16,0,1,level 1
9873,Chile,0,14.08,1,minimalist,40.44,468.69,-0.05,0,1,level 1
9098,Chile,0,13.42,2,complex,35.3,620.04,1.66,1,3,level 3
5901,Chile,1,14,2,complex,31.87,575.29,1.63,1,3,level 3
7855,Chile,1,13.58,2,complex,64.69,446.64,-0.38,0,1,level 1
6528,Chile,1,14.83,1,minimalist,44.48,332.75,0.59,0,0,level 0
8804,Chile,1,13.42,2,complex,57.94,507.42,-0.7,0,2,level 2
9891,Chile,1,14,2,complex,40.44,537.16,1.27,1,2,level 2
7816,Chile,1,14.17,2,complex,38.07,462.45,-0.54,0,1,level 1
6010,Chile,0,13.75,2,complex,55.3,468.15,0.34,0,1,level 1
7880,Chile,0,14.25,2,complex,53.93,521.75,1.12,1,2,level 2
8980,Chile,0,14.08,1,minimalist,47.94,515.63,1.36,0,2,level 2
10873,Chile,1,13.58,2,complex,27.06,628.07,1.78,0,3,level 3
8550,Chile,1,13.92,1,minimalist,53.93,581.21,0.03,0,3,level 3
6035,Chile,0,14.25,1,minimalist,53.93,567.94,0.07,0,3,level 3
9222,Chile,0,14.5,2,complex,27.06,493.13,0.81,0,2,level 2
8462,Chile,1,14.17,1,minimalist,44.48,560.43,0.81,0,2,level 2
10191,Chile,1,15.17,3,limited,55.3,430.47,-0.27,0,1,level 1
9296,Chile,1,14.42,3,limited,53.93,456.85,1.3,1,1,level 1
10256,Chile,0,16.75,1,minimalist,68.06,359.27,-1.91,0,0,level 0
8923,Chile,1,14.58,1,minimalist,52.52,500.96,-0.78,0,2,level 2
6188,Chile,1,13.75,1,minimalist,47.94,492.34,2.49,1,2,level 2
9553,Chile,0,14.08,3,limited,47.94,481.3,-0.2,0,2,level 2
10120,Chile,0,14.25,2,complex,46.26,490.93,-1.58,0,2,level 2
9403,Chile,1,13.58,1,minimalist,66.28,349.04,-0.19,0,0,level 0
10025,Chile,1,13.92,1,minimalist,66.28,333.78,0.08,0,0,level 0
8835,Chile,0,13.67,2,complex,31.87,489.79,-0.5,0,2,level 2
9847,Chile,0,14.25,1,minimalist,51.06,382.33,-0.14,0,0,level 0
7863,Chile,0,13.42,3,limited,64.69,415.94,1.06,0,1,level 1
6122,Chile,0,14.08,3,limited,47.94,509.38,1.47,1,2,level 2
8341,Chile,0,15.33,3,limited,55.3,316.47,-0.4,0,0,level 0
8270,Chile,1,14.33,2,complex,35.3,517.81,-0.7,0,2,level 2
8745,Chile,1,14,2,complex,47.94,580.34,-0.74,0,3,level 3
10935,Chile,0,13.83,1,minimalist,51.06,425.21,-0.17,0,1,level 1
8183,Chile,1,14.5,2,complex,17.67,590.98,1.91,1,3,level 3
8621,Chile,0,16.08,2,complex,51.06,534.32,0.19,0,2,level 2
7649,Chile,0,14.42,1,minimalist,46.26,424.63,-0.79,0,1,level 1
5940,Chile,1,13.5,2,complex,35.3,582.25,0.29,0,3,level 3
8558,Chile,1,14.25,2,complex,52.52,505.86,-0.42,0,2,level 2
6001,Chile,1,13.92,3,limited,52.52,436.07,0.19,0,1,level 1
8397,Chile,0,13.67,2,complex,31.87,641.74,0.42,0,3,level 3
8965,Chile,1,13.75,1,minimalist,46.26,591.77,0.08,0,3,level 3
7874,Chile,0,14.25,1,minimalist,59.24,384.09,-0.52,0,0,level 0
10657,Chile,1,13.83,1,minimalist,47.94,551.31,-0.08,0,2,level 2
6905,Chile,0,13.75,2,complex,40.44,552.1,-0.5,0,2,level 2
6037,Chile,0,14.17,2,complex,52.52,508.97,-0.67,0,2,level 2
10457,Chile,0,14.17,1,minimalist,46.26,471.19,1.69,1,1,level 1
8896,Chile,0,13.58,3,limited,52.52,480.81,-1.63,0,2,level 2
9603,Chile,0,13.5,1,minimalist,56.63,416.01,-0.87,0,1,level 1
10144,Chile,0,13.5,2,complex,60.54,457.82,-0.14,0,1,level 1
9980,Chile,1,14.42,2,complex,31.87,634.75,-0.03,0,3,level 3
10647,Chile,1,16.67,1,minimalist,63.24,315.05,2.18,1,0,level 0
8426,Chile,1,13.5,1,minimalist,56.63,320.22,-0.69,0,0,level 0
8856,Chile,0,13.83,1,minimalist,63.24,329.89,-0.07,1,0,level 0
6012,Chile,1,13.75,1,minimalist,61.87,540.29,-0.35,0,2,level 2
10295,Chile,1,14.25,3,limited,51.06,572.9,2.15,1,3,level 3
7051,Chile,0,15.17,2,complex,44.7,605.67,1.91,1,3,level 3
10111,Chile,1,14.17,2,complex,17.67,591.24,0.13,0,3,level 3
10350,Chile,1,14.67,3,limited,51.06,511.04,1.36,1,2,level 2
7718,Chile,0,15,1,minimalist,53.93,424.8,1.63,1,1,level 1
10173,Chile,1,13.42,1,minimalist,52.52,321.25,-0.33,0,0,level 0
7218,Chile,0,14,2,complex,17.67,487.85,1.06,0,2,level 2
9754,Chile,1,13.83,2,complex,17.67,565.73,0.77,1,3,level 3
10617,Chile,0,13.92,3,limited,53.93,380.52,1.83,1,0,level 0
6612,Chile,0,13.58,2,complex,35.3,566.1,1.33,1,3,level 3
10570,Chile,0,14,2,complex,42.55,513,0.83,1,2,level 2
8810,Chile,1,14.92,1,minimalist,53.93,464.47,1.06,0,1,level 1
9354,Chile,0,14.17,1,minimalist,17.67,464.7,0.54,0,1,level 1
9159,Chile,0,16.92,1,minimalist,69.39,283.37,-0.76,0,0,level 0
8152,Chile,1,14.33,2,complex,46.72,639.82,1.8,1,3,level 3
8542,Chile,0,14.5,2,complex,40.44,574.41,-0.22,0,3,level 3
8487,Chile,1,13.42,1,minimalist,31.87,647.28,-0.54,0,3,level 3
8656,Chile,0,14.83,3,limited,47.94,484.5,0.59,0,2,level 2
6663,Chile,1,13.67,1,minimalist,35.3,396.02,-1.12,0,1,level 1
6369,Chile,1,14.08,1,minimalist,55.3,471.95,-0.59,0,1,level 1
6627,Chile,0,14,1,minimalist,49.54,553.97,-0.9,0,2,level 2
7190,Chile,1,13.92,2,complex,27.06,564.02,0.65,0,3,level 3
7255,Chile,0,14.92,3,limited,61.87,245.35,0.39,1,0,level 0
10842,Chile,1,15.33,3,limited,42.55,368.63,-0.36,0,0,level 0
6814,Chile,0,13.58,2,complex,59.24,457.68,-0.04,0,1,level 1
7939,Chile,1,13.75,2,complex,38.07,556.86,1.2,0,2,level 2
8744,Chile,0,13.83,1,minimalist,70.18,380.85,-0.37,0,0,level 0
6052,Chile,0,13.92,3,limited,49.54,310.53,-1.47,0,0,level 0
5959,Chile,1,14.42,3,limited,56.63,431.59,-1.36,0,1,level 1
8500,Chile,0,13.83,1,minimalist,85.37,354.25,0.45,0,0,level 0
7121,Chile,1,13.83,3,limited,61.87,301.76,-1.91,0,0,level 0
10680,Chile,0,14,2,complex,35.3,591.59,0.87,0,3,level 3
8761,Chile,0,14.92,1,minimalist,60.54,447.54,0.47,1,1,level 1
10169,Chile,0,13.5,3,limited,57.94,382.29,-1.04,0,0,level 0
6869,Chile,1,14.17,1,minimalist,52.52,495.15,-0.38,0,2,level 2
6381,Chile,0,14.25,1,minimalist,35.3,481.97,-0.23,0,2,level 2
10481,Chile,1,13.58,2,complex,17.67,615.95,-1.47,0,3,level 3
8304,Chile,0,13.67,3,limited,51.06,519.19,0,0,2,level 2
8775,Chile,0,13.58,3,limited,47.94,399.58,-0.78,0,1,level 1
8826,Chile,0,13.58,2,complex,27.06,623.28,0.61,1,3,level 3
9861,Chile,0,15.67,1,minimalist,55.3,457.84,-1.25,0,1,level 1
8864,Chile,0,14.08,1,minimalist,17.67,308.92,NA,NA,0,level 0
8570,Chile,0,14.08,1,minimalist,52.52,490.2,1.72,1,2,level 2
6744,Chile,0,13.92,3,limited,51.06,384.72,-0.19,0,0,level 0
7792,Chile,1,13.75,1,minimalist,46.26,579.71,1.18,1,3,level 3
7945,Chile,1,13.92,3,limited,47.94,358.3,0.33,0,0,level 0
6152,Chile,1,13.33,1,minimalist,38.07,492.57,-1.11,0,2,level 2
10054,Chile,0,13.75,2,complex,47.94,321.66,NA,NA,0,level 0
8073,Chile,1,14.42,2,complex,31.87,659.37,2.07,1,3,level 3
9325,Chile,0,13.75,1,minimalist,40.44,516.37,-0.32,0,2,level 2
9987,Chile,1,13.58,2,complex,17.67,664.74,0.09,0,3,level 3
6492,Chile,0,14.33,1,minimalist,47.94,477.92,1.83,1,1,level 1
7347,Chile,1,13.58,1,minimalist,31.87,483.49,1.47,1,2,level 2
9097,Chile,0,13.83,2,complex,27.06,661.89,-0.04,0,3,level 3
9459,Chile,1,14.92,1,minimalist,47.94,396.73,-0.54,0,1,level 1
8248,Chile,0,14.33,1,minimalist,42.55,469.23,-0.03,0,1,level 1
10718,Chile,0,15.58,3,limited,63.24,306.03,-1.15,0,0,level 0
6513,Chile,0,13.75,2,complex,38.07,527.19,0.36,0,2,level 2
8206,Chile,0,14.33,1,minimalist,17.67,661.96,1.46,1,3,level 3
9788,Chile,1,14,2,complex,17.67,554.37,0.16,0,2,level 2
6594,Chile,1,13.42,2,complex,35.3,627.66,1.63,1,3,level 3
6760,Chile,1,13.92,1,minimalist,59.24,472.12,0.23,0,1,level 1
6168,Chile,0,15,3,limited,52.03,514.24,0.36,0,2,level 2
